,x1
305,0.3934533351281936
306,0.07167200457050205
307,0.25647990188704956
308,0.507180766788446
309,0.10927747988491361
310,0.29249717640138134
311,0.12192287676596913
312,0.44942133018578706
313,0.30471676066112374
314,0.4436783590358585
315,0.4189528258269907
316,0.6408743066505244
317,0.6377385813569518
318,0.10174202612083834
319,0.39441588289699137
320,0.6659889245547499
321,0.35465289797165545
322,0.7180812708236378
323,0.2678590657150727
324,0.5071194633934764
325,0.6761793305646111
326,0.15810975561979926
327,0.282168424787864
328,0.6735862009134714
329,0.3672551094983738
330,0.4467203943349487
331,0.5159850719025716
332,0.24801605571262658
333,0.4619179107831346
334,0.402516634030268
335,0.21624277055289406
336,0.2625801541592067
337,0.6916756785075089
338,0.17558043974331478
339,0.5211991290767134
340,0.3589264267555552
341,0.5133936079299621
342,0.49909364200177775
343,0.3498770023114147
344,0.22763956923246462
345,0.6273288527395445
346,0.5547387883630139
347,0.37596360806974133
348,0.3547354714291741
349,0.16168819248519367
350,0.4967434132656958
351,0.6421575507959182
352,0.15217081977280522
353,0.1717768330804064
354,0.2590778268847346
355,0.21780853126946473
356,0.318964252019161
357,0.306332596483547
358,0.14932468160503218
359,0.6626736639530643
360,0.1653556385807813
361,0.3144710018632933
362,0.1999326332678643
363,0.5781585802995173
364,0.289757138980161
365,0.3509015250919246
366,0.6592470822253887
367,0.26844223324985655
368,0.38786616486377157
369,0.18932968867098124
370,0.3137962345324044
371,0.44542898269710174
372,0.1554244315845834
373,0.2756112535946678
374,0.39236589384896003
375,0.0980111452539533
376,0.43959074135362375
377,0.37894192890399225
378,0.24168442110157662
379,0.3389051883563735
380,0.6827758641710258
381,0.12189503168306079
382,0.31685861357667017
383,0.6288367643436594
384,0.1911597096452497
385,0.2518885862506809
386,0.5257720281598749
387,0.34269234255464603
388,0.24765465594185246
389,0.13510424897980164
390,0.4904329856231467
391,0.7056039504462777
392,0.34512650587305144
393,0.48121433053025325
394,0.23494218172292794
395,0.18021037537829768
396,0.11901425820600565
397,0.41557376508900595
398,0.5797989826771393
399,0.28587687934170897
400,0.4754729891384414
401,0.29902850084656263
402,0.44474860968639796
403,0.2851862341153065
404,0.057502979749317853
405,0.19315161320294727
406,0.23336901831770548
407,0.3050802013020958
408,0.4108826361778658
409,0.09855076529396083
410,0.12714049389839435
411,0.2900396407994896
412,0.5947123664440321
413,0.3932523015189424
414,0.13977639907452105
415,0.09130079992073423
416,0.25635522379993764
417,0.29699260369036135
418,0.5447045331319903
419,0.12602626252284527
420,0.4342623354968887
421,0.1569174364462066
422,0.5892911322457803
423,0.5048905919686302
424,0.49288389312180725
425,0.5248733860071115
426,0.24336121001736263
427,0.6312684922944616
428,0.2892861996010296
429,0.42673605791230645
430,0.6238107777767365
431,0.07630880523250579
432,0.5361811259848341
433,0.45077367993700673
434,0.4693059563830134
435,0.16568643253956072
436,0.17787840193743384
437,0.3041267134176269
438,0.3189154209871195
439,0.23954217875151831
440,0.5828714261203443
441,0.01524912161039721
442,0.26991971308723933
443,0.11421706090535158
444,0.6248526210557409
445,0.3944501688182835
446,0.27622226424933105
447,0.15019324182154173
448,0.387760213793003
449,0.12126467339736276
450,0.38551074575947236
451,0.6426421373440729
452,0.6179350169339379
453,0.17578272862516486
454,0.6032047634143655
455,0.05907479961842696
456,0.2686542802397617
457,0.18325244946888877
458,0.04618649585440324
459,0.4785726308009961
460,0.541155337197004
461,0.5247564816074263
462,0.36051648766139166
463,0.3799655344181397
464,0.6808493493087064
465,0.2616425127103529
466,0.3890763243417887
467,0.21751314170689687
468,0.5379337308999166
469,0.5224945213913579
470,0.384163158555292
471,0.35817830470204626
472,0.3377310369646097
473,0.38264991383358304
474,0.08007688919047051
475,0.3921396123210836
476,0.6504916081858105
477,0.21278767042164673
478,0.37589290896133065
479,0.2967089473592237
480,0.2377131872882951
481,0.507332136039938
482,0.23378316916940647
483,0.4881688971809449
484,0.36124310092080714
485,0.10552751857873822
486,0.20594945370579276
487,0.34504856486572927
488,0.24524768758702598
489,0.286564659964211
490,0.31410684898846847
491,0.21631320233506668
492,0.15039133966268325
493,0.40959992154539054
494,0.008882132067604154
495,0.2573604792894481
496,0.4103085710181099
497,0.5622267973356673
498,0.2787695754319571
499,0.6716784499515661
